purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,M,Fifties,UNITED STATES,Computer Network Support Specialists,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,F,Fifties,JAPAN,Miscellaneous Healthcare Diagnosing or Treating Practitioners,3
VOLVO,V50,2009,20001.0,1,1,60001 - 80000,M,Twenties,SWEDEN,Life Scientists,3
JEEP,LIBERTY,2010,15001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,Industrial-Organizational Psychologists,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Electrical Power-Line Installers and Repairers,3
HONDA,CR-Z,2011,15001.0,1,1,200001+,M,Forties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
TOYOTA,PRIUS,2010,20001.0,0,1,80001 - 100000,U,Thirties,JAPAN,Civil Engineers,3
TOYOTA,PRIUS,2008,15001.0,1,1,100001 - 120000,M,Thirties,JAPAN,Training and Development Managers,3
TOYOTA,PRIUS,2013,20001.0,1,1,80001 - 100000,F,Thirties,JAPAN,Financial Examiners,3
VOLKSWAGEN,GOLF,2012,20001.0,1,1,80001 - 100000,F,Fifties,GERMANY,"Medical Scientists, Except Epidemiologists",3
JEEP,LIBERTY,2012,20001.0,1,1,60001 - 80000,F,Seventies,UNITED STATES,Biological Scientists,3
MINI,COOPER,2012,20001.0,0,1,60001 - 80000,U,Forties,UNITED KINGDOM,"Sales Representatives, Wholesale and Manufacturing",3
JEEP,LIBERTY,2012,15001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,Historians,3
SCION,XB,2013,15001.0,0,1,140001 - 160000,M,Fifties,UNITED STATES,Computer and Information Systems Managers,3
INFINITI,FX35,2010,30001.0,1,1,80001 - 100000,F,Thirties,JAPAN,Sociologists,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,"Communications Teachers, Postsecondary",3
BMW,128,2011,25001.0,1,1,200001+,F,Sixties,GERMANY,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
INFINITI,FX50,2009,35001.0,1,1,180001 - 200000,M,Forties,JAPAN,Chief Executives,3
TOYOTA,PRIUS C,2012,15001.0,0,1,80001 - 100000,F,Twenties,JAPAN,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",3
MINI,COOPER,2011,20001.0,1,0,100001 - 120000,M,Forties,UNITED KINGDOM,Industrial Production Managers,3
MINI,COOPER,2012,25001.0,1,1,60001 - 80000,U,Thirties,UNITED KINGDOM,Dietitians and Nutritionists,3
MITSUBISHI,ECLIPSE,2009,15001.0,0,1,140001 - 160000,F,Fifties,JAPAN,Architectural and Engineering Managers,3
TOYOTA,PRIUS PLUG IN HYBRID,2012,20001.0,1,1,160001 - 180000,M,Forties,JAPAN,Nurse Anesthetists,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,M,Forties,JAPAN,Ship Engineers,3
BMW,135,2008,20001.0,0,1,100001 - 120000,M,Thirties,GERMANY,Mathematicians,3
JEEP,LIBERTY,2010,15001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,Computer Programmers,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,0,1,140001 - 160000,M,Forties,UNITED STATES,Architectural and Engineering Managers,3
JEEP,LIBERTY,2012,15001.0,0,1,200001+,M,Twenties,UNITED STATES,General Internal Medicine Physicians,3
VOLVO,C30,2012,20001.0,1,1,80001 - 100000,M,Fifties,SWEDEN,Database and Network Administrators and Architects,3
TOYOTA,PRIUS,2008,15001.0,1,1,80001 - 100000,M,Sixties,JAPAN,Database and Network Administrators and Architects,3
INFINITI,FX35,2006,15001.0,1,1,60001 - 80000,U,Thirties,JAPAN,Avionics Technicians,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,M,Forties,JAPAN,Database Administrators and Architects,3
TOYOTA,PRIUS,2010,20001.0,0,1,80001 - 100000,M,Forties,JAPAN,"Geoscientists, Except Hydrologists and Geographers",3
INFINITI,FX35,2011,35001.0,0,1,60001 - 80000,M,Thirties,JAPAN,Aircraft Mechanics and Service Technicians,3
TOYOTA,YARIS,2010,10001.0,1,1,80001 - 100000,U,Twenties,JAPAN,Construction Managers,3
VOLKSWAGEN,GOLF,2010,15001.0,1,1,60001 - 80000,M,Forties,GERMANY,"Career/Technical Education Teachers, Middle School",3
VOLKSWAGEN,GTI,2010,15001.0,1,1,80001 - 100000,M,Twenties,GERMANY,Industrial-Organizational Psychologists,3
INFINITI,FX35,2011,30001.0,0,1,60001 - 80000,M,Twenties,JAPAN,Instructional Coordinators,3
SCION,XD,2012,15001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,Registered Nurses,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,F,Twenties,JAPAN,"Makeup Artists, Theatrical and Performance",3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,0,1,60001 - 80000,M,Fifties,UNITED STATES,"Philosophy and Religion Teachers, Postsecondary",3
BMW,128,2011,20001.0,1,1,100001 - 120000,F,Forties,GERMANY,Miscellaneous Physical Scientists,3
TOYOTA,PRIUS PLUG IN HYBRID,2013,30001.0,0,1,200001+,M,Sixties,JAPAN,Family Medicine Physicians,3
TOYOTA,PRIUS,2008,10001.0,1,1,60001 - 80000,M,Thirties,JAPAN,First-Line Supervisors of Correctional Officers,3
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,M,Forties,JAPAN,Microbiologists,3
TOYOTA,PRIUS,2008,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Elevator and Escalator Installers and Repairers,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,F,Thirties,JAPAN,Ship and Boat Captains and Operators,3
BMW,128,2010,20001.0,1,1,60001 - 80000,U,Forties,GERMANY,Commercial and Industrial Designers,3
JEEP,LIBERTY,2011,15001.0,0,1,60001 - 80000,F,Sixties,UNITED STATES,"Art, Drama, and Music Teachers, Postsecondary",3
JEEP,LIBERTY,2011,15001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Police and Sheriff's Patrol Officers,3
VOLKSWAGEN,GTI,2010,20001.0,1,1,120001 - 140000,F,Seventies,GERMANY,Compensation and Benefits Managers,3
LEXUS,CT 200H,2011,25001.0,1,1,60001 - 80000,F,Forties,JAPAN,Commercial and Industrial Designers,3
JEEP,LIBERTY,2010,15001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,First-Line Supervisors of Correctional Officers,3
TOYOTA,PRIUS,2011,20001.0,1,1,80001 - 100000,M,Fifties,JAPAN,Veterinarians,3
HONDA,FIT,2010,15001.0,0,1,180001 - 200000,M,Twenties,JAPAN,Chief Executives,3
CHEVROLET,SPARK,2013,10001.0,1,1,140001 - 160000,M,Forties,UNITED STATES,Computer and Information Systems Managers,3
TOYOTA,YARIS,2012,15001.0,0,1,60001 - 80000,M,Fifties,JAPAN,Transit and Railroad Police,3
TOYOTA,PRIUS,2013,25001.0,0,1,80001 - 100000,M,Fifties,JAPAN,Art Directors,3
MINI,COOPER,2012,25001.0,0,1,140001 - 160000,U,Thirties,UNITED KINGDOM,Computer and Information Systems Managers,3
TOYOTA,PRIUS V,2013,30001.0,1,1,100001 - 120000,F,Fifties,JAPAN,Industrial Production Managers,3
INFINITI,FX35,2012,35001.0,0,1,140001 - 160000,F,Twenties,JAPAN,Computer and Information Systems Managers,3
INFINITI,FX35,2009,25001.0,1,1,60001 - 80000,F,Forties,JAPAN,Human Resources Specialists,3
TOYOTA,PRIUS,2013,25001.0,1,1,80001 - 100000,M,Twenties,JAPAN,Occupational Therapists,3
JEEP,LIBERTY,2008,15001.0,0,1,60001 - 80000,F,Sixties,UNITED STATES,Railroad Conductors and Yardmasters,3
TOYOTA,PRIUS,2010,20001.0,1,1,200001+,M,Thirties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
SUBARU,OUTBACK,2010,20001.0,1,1,80001 - 100000,M,Sixties,JAPAN,Financial Examiners,3
CHEVROLET,VOLT,2012,30001.0,1,1,200001+,M,Forties,UNITED STATES,Family Medicine Physicians,3
LEXUS,CT 200H,2012,25001.0,1,1,60001 - 80000,F,Forties,JAPAN,Historians,3
TOYOTA,PRIUS,2010,15001.0,0,1,80001 - 100000,U,Thirties,JAPAN,Management Analysts,3
BMW,128,2009,20001.0,1,1,60001 - 80000,M,Forties,GERMANY,Labor Relations Specialists,3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,U,Twenties,UNITED STATES,Management Analysts,3
TOYOTA,PRIUS,2009,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,"Power Plant Operators, Distributors, and Dispatchers",3
TOYOTA,PRIUS,2010,20001.0,0,1,200001+,M,Sixties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
NISSAN,MURANO CROSS CABRIOLET,2011,30001.0,1,1,60001 - 80000,M,Forties,JAPAN,"Sales Representatives, Wholesale and Manufacturing",3
MINI,COOPER,2011,20001.0,1,1,140001 - 160000,M,Thirties,UNITED KINGDOM,Computer and Information Systems Managers,3
INFINITI,FX35,2008,20001.0,1,1,60001 - 80000,M,Thirties,JAPAN,"Surveyors, Cartographers, and Photogrammetrists",3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,0,1,100001 - 120000,U,Thirties,UNITED STATES,"Economics Teachers, Postsecondary",3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,0 - 20000,M,Sixties,UNITED STATES,Gambling Cage Workers,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,0,1,100001 - 120000,F,Forties,UNITED STATES,Economists,3
JEEP,LIBERTY,2009,15001.0,0,1,140001 - 160000,M,Thirties,UNITED STATES,Computer and Information Systems Managers,3
JEEP,LIBERTY,2012,15001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,Transportation Inspectors,3
SUBARU,OUTBACK,2010,20001.0,1,1,60001 - 80000,F,Thirties,JAPAN,Loan Officers,3
VOLKSWAGEN,GTI,2011,20001.0,1,1,80001 - 100000,M,Thirties,GERMANY,"Biological Science Teachers, Postsecondary",3
LEXUS,CT 200H,2012,30001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Elevator and Escalator Installers and Repairers,3
JEEP,LIBERTY,2011,15001.0,1,1,80001 - 100000,F,Fifties,UNITED STATES,Statisticians,3
JEEP,LIBERTY,2010,20001.0,0,1,80001 - 100000,U,Forties,UNITED STATES,Computer Systems Analysts,3
VOLKSWAGEN,R32,2008,15001.0,0,1,180001 - 200000,M,Fifties,GERMANY,Chief Executives,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,80001 - 100000,F,Thirties,UNITED STATES,"Industrial Engineers, Including Health and Safety",3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,"Sales Representatives, Wholesale and Manufacturing",3
BMW,135,2011,25001.0,1,1,200001+,M,Forties,GERMANY,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
JEEP,LIBERTY,2012,20001.0,1,1,100001 - 120000,M,Fifties,UNITED STATES,Nurse Practitioners,3
JEEP,LIBERTY,2012,15001.0,0,1,140001 - 160000,M,Fifties,UNITED STATES,Architectural and Engineering Managers,3
TOYOTA,MATRIX,2009,10001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Ship Engineers,3
TOYOTA,PRIUS,2010,15001.0,1,1,120001 - 140000,M,Forties,JAPAN,Petroleum Engineers,3
TOYOTA,YARIS,2011,10001.0,0,1,60001 - 80000,M,Thirties,JAPAN,Transportation Inspectors,3
JEEP,LIBERTY,2010,15001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,Avionics Technicians,3
JEEP,LIBERTY,2012,15001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,Dental Hygienists,3
MINI,COOPER,2009,15001.0,1,1,100001 - 120000,F,Forties,UNITED KINGDOM,Mathematicians,3
DODGE,CALIBER,2010,10001.0,1,1,100001 - 120000,M,Fifties,UNITED STATES,"Judges, Magistrates, and Other Judicial Workers",3
BMW,128,2012,30001.0,1,1,60001 - 80000,F,Fifties,GERMANY,Labor Relations Specialists,3
BMW,128,2011,25001.0,0,1,80001 - 100000,F,Forties,GERMANY,Geographers,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,M,Thirties,JAPAN,"English Language and Literature Teachers, Postsecondary",3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,60001 - 80000,U,Thirties,UNITED STATES,Writers and Authors,3
NISSAN,VERSA NOTE,2014,15001.0,0,1,140001 - 160000,M,Fifties,JAPAN,Computer and Information Systems Managers,3
FORD,C-MAX,2013,20001.0,1,1,80001 - 100000,F,Fifties,UNITED STATES,Elevator and Escalator Installers and Repairers,3
JEEP,LIBERTY,2008,15001.0,1,1,140001 - 160000,M,UnderTwenty,UNITED STATES,Computer and Information Systems Managers,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,M,Fifties,JAPAN,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",3
HONDA,FIT,2012,15001.0,1,1,80001 - 100000,F,Fifties,JAPAN,"Social Scientists and Related Workers, All Other",3
VOLKSWAGEN,GTI,2008,15001.0,1,1,60001 - 80000,M,Twenties,GERMANY,First-Line Supervisors of Firefighting and Prevention Workers,3
VOLKSWAGEN,GTI,2012,20001.0,0,1,160001 - 180000,M,Thirties,GERMANY,Nurse Anesthetists,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,M,Forties,JAPAN,Financial Specialists,3
DODGE,CALIBER,2011,15001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,Training and Development Specialists,3
DODGE,CALIBER,2011,10001.0,0,1,100001 - 120000,U,Thirties,UNITED STATES,Chemical Engineers,3
DODGE,CALIBER,2011,10001.0,1,1,140001 - 160000,M,Forties,UNITED STATES,"Dentists, All Other Specialists",3
TOYOTA,PRIUS C,2012,20001.0,1,1,60001 - 80000,F,Forties,JAPAN,"English Language and Literature Teachers, Postsecondary",3
MINI,COOPER,2008,15001.0,0,1,100001 - 120000,M,Forties,UNITED KINGDOM,Sales Engineers,3
TOYOTA,PRIUS,2012,20001.0,1,1,80001 - 100000,M,Forties,JAPAN,"Engineering and Architecture Teachers, Postsecondary",3
LEXUS,CT 200H,2012,30001.0,0,1,80001 - 100000,U,Thirties,JAPAN,Elevator and Escalator Installers and Repairers,3
HONDA,FIT,2011,15001.0,1,1,60001 - 80000,M,Twenties,JAPAN,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",3
TOYOTA,YARIS,2012,10001.0,0,1,60001 - 80000,U,Twenties,JAPAN,"Insurance Appraisers, Auto Damage",3
JEEP,LIBERTY,2012,15001.0,1,1,100001 - 120000,F,Twenties,UNITED STATES,Nurse Practitioners,3
TOYOTA,MATRIX,2010,15001.0,1,1,80001 - 100000,F,Twenties,JAPAN,Genetic Counselors,3
TOYOTA,PRIUS,2011,20001.0,1,1,80001 - 100000,M,Forties,JAPAN,Computer Programmers,3
VOLKSWAGEN,GTI,2012,20001.0,1,1,100001 - 120000,M,Thirties,GERMANY,"Psychologists, All Other",3
TOYOTA,PRIUS,2013,20001.0,0,1,120001 - 140000,M,Forties,JAPAN,Petroleum Engineers,3
INFINITI,FX35,2010,30001.0,0,1,100001 - 120000,U,Thirties,JAPAN,Nuclear Power Reactor Operators,3
INFINITI,FX35,2008,25001.0,1,1,60001 - 80000,F,Forties,JAPAN,Human Resources Specialists,3
TOYOTA,PRIUS V,2012,25001.0,0,1,120001 - 140000,M,Thirties,JAPAN,Pharmacists,3
MINI,COOPER,2012,25001.0,1,1,100001 - 120000,F,Fifties,UNITED KINGDOM,"Electronics Engineers, Except Computer",3
INFINITI,FX35,2012,35001.0,1,1,200001+,M,Sixties,JAPAN,General Internal Medicine Physicians,3
TOYOTA,PRIUS,2011,20001.0,0,1,60001 - 80000,M,Forties,JAPAN,Buyers and Purchasing Agents,3
JEEP,LIBERTY,2008,15001.0,0,1,60001 - 80000,F,Twenties,UNITED STATES,Occupational Therapy Assistants,3
BMW,135,2010,30001.0,1,0,60001 - 80000,F,Forties,GERMANY,Avionics Technicians,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,F,Fifties,JAPAN,"Securities, Commodities, and Financial Services Sales Agents",3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,0,0,100001 - 120000,M,Forties,UNITED STATES,Human Resources Managers,3
BMW,128,2009,20001.0,1,1,100001 - 120000,M,Twenties,GERMANY,Chemical Engineers,3
DODGE,CALIBER SRT-4,2008,15001.0,0,1,80001 - 100000,M,Thirties,UNITED STATES,Mechanical Engineers,3
TOYOTA,PRIUS,2010,20001.0,1,1,100001 - 120000,M,Forties,JAPAN,Aerospace Engineers,3
HONDA,FIT,2012,15001.0,1,1,80001 - 100000,F,Twenties,JAPAN,Elevator and Escalator Installers and Repairers,3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,0,1,100001 - 120000,M,Forties,UNITED STATES,Software Developers and Software Quality Assurance Analysts and Testers,3
HONDA,CR-Z,2012,15001.0,0,1,60001 - 80000,M,Forties,JAPAN,Budget Analysts,3
NISSAN,VERSA NOTE,2014,15001.0,1,1,60001 - 80000,F,Fifties,JAPAN,"Supervisors of Installation, Maintenance, and Repair Workers",3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,80001 - 100000,M,Fifties,UNITED STATES,Civil Engineers,3
JEEP,LIBERTY,2011,15001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,"Lighting Technicians and Media and Communication Equipment Workers, All Other",3
SUBARU,OUTBACK,2008,15001.0,1,1,60001 - 80000,M,Sixties,JAPAN,Life Scientists,3
TOYOTA,PRIUS,2013,20001.0,1,1,80001 - 100000,F,Fifties,JAPAN,"Geoscientists, Except Hydrologists and Geographers",3
LEXUS,RX 330,2006,15001.0,1,1,60001 - 80000,F,Fifties,JAPAN,"Patternmakers, Wood",3
TOYOTA,YARIS,2012,10001.0,0,1,60001 - 80000,F,Thirties,JAPAN,"Life, Physical, and Social Science Occupations",3
INFINITI,FX35,2010,25001.0,1,1,60001 - 80000,F,Thirties,JAPAN,Healthcare Practitioners and Technical Occupations,3
JEEP,LIBERTY,2012,15001.0,1,1,100001 - 120000,M,Forties,UNITED STATES,Electrical and Electronics Engineers,3
SUBARU,OUTBACK,2011,20001.0,0,1,60001 - 80000,M,Fifties,JAPAN,Ship and Boat Captains and Operators,3
BMW,128,2011,25001.0,1,1,80001 - 100000,M,Fifties,GERMANY,Environmental Engineers,3
TOYOTA,PRIUS,2013,25001.0,1,1,100001 - 120000,F,Fifties,JAPAN,Nurse Practitioners,3
TOYOTA,PRIUS,2012,20001.0,0,1,80001 - 100000,F,Forties,JAPAN,"Power Plant Operators, Distributors, and Dispatchers",3
MAZDA,MAZDA2,2011,10001.0,1,1,60001 - 80000,F,Twenties,JAPAN,Surveyors,3
JEEP,LIBERTY,2010,15001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,Occupational Therapists,3
BMW,128,2011,20001.0,0,1,140001 - 160000,M,Thirties,GERMANY,Computer and Information Systems Managers,3
JEEP,LIBERTY,2012,15001.0,1,1,200001+,M,Forties,UNITED STATES,Family Medicine Physicians,3
BMW,128,2010,20001.0,1,0,60001 - 80000,M,Thirties,GERMANY,Credit Analysts,3
VOLVO,C30,2012,20001.0,1,1,120001 - 140000,F,Fifties,SWEDEN,Pharmacists,3
BMW,128,2008,20001.0,0,1,60001 - 80000,F,Fifties,GERMANY,"Special Education Teachers, Secondary School",3
JEEP,LIBERTY,2011,15001.0,1,1,100001 - 120000,M,Fifties,UNITED STATES,Nurse Practitioners,3
BMW,135,2011,25001.0,1,1,80001 - 100000,M,Thirties,GERMANY,Detectives and Criminal Investigators,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,100001 - 120000,U,Thirties,UNITED STATES,Medical and Health Services Managers,3
JEEP,LIBERTY,2006,10001.0,1,1,100001 - 120000,F,Twenties,UNITED STATES,"Engineering Teachers, Postsecondary",3
MINI,COOPER,2013,25001.0,1,1,100001 - 120000,M,Forties,UNITED KINGDOM,Nuclear Engineers,3
BMW,135,2008,20001.0,1,1,60001 - 80000,M,Thirties,GERMANY,Executive Secretaries and Executive Administrative Assistants,3
BMW,135,2008,25001.0,1,1,140001 - 160000,F,Thirties,GERMANY,"Dentists, All Other Specialists",3
TOYOTA,PRIUS,2008,15001.0,1,1,80001 - 100000,F,Forties,JAPAN,"Geography Teachers, Postsecondary",3
LEXUS,CT 200H,2012,25001.0,0,1,100001 - 120000,F,Sixties,JAPAN,Nuclear Engineers,3
INFINITI,FX35,2010,30001.0,1,1,80001 - 100000,F,Fifties,JAPAN,"Power Plant Operators, Distributors, and Dispatchers",3
INFINITI,FX35,2012,30001.0,1,1,60001 - 80000,M,Thirties,JAPAN,"Education Teachers, Postsecondary",3
TOYOTA,PRIUS,2011,20001.0,1,1,80001 - 100000,M,Thirties,JAPAN,"Social Sciences Teachers, Postsecondary",3
INFINITI,FX35,2008,20001.0,0,1,60001 - 80000,F,Twenties,JAPAN,First-Line Supervisors of Production and Operating Workers,3
HONDA,FIT,2010,10001.0,1,1,200001+,M,Forties,JAPAN,General Internal Medicine Physicians,3
JEEP,LIBERTY,2011,15001.0,0,1,100001 - 120000,M,Forties,UNITED STATES,Physician Assistants,3
MAZDA,MAZDA2,2012,15001.0,1,1,60001 - 80000,F,Twenties,JAPAN,Postsecondary Teachers,3
TOYOTA,PRIUS,2010,15001.0,1,1,100001 - 120000,M,Thirties,JAPAN,Nurse Midwives,3
JEEP,LIBERTY,2010,15001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,"Mining and Geological Engineers, Including Mining Safety Engineers",3
JEEP,LIBERTY,2012,15001.0,0,1,80001 - 100000,F,Forties,UNITED STATES,"Education Administrators, All Other",3
MINI,COOPER,2012,25001.0,1,1,60001 - 80000,M,Thirties,UNITED KINGDOM,Credit Counselors and Loan Officers,3
VOLKSWAGEN,GOLF,2012,25001.0,1,1,200001+,M,Forties,GERMANY,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
INFINITI,FX35,2012,30001.0,0,1,80001 - 100000,F,Twenties,JAPAN,Database and Network Administrators and Architects,3
BMW,135,2011,30001.0,1,1,80001 - 100000,M,Forties,GERMANY,Computer Systems Analysts,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",3
NISSAN,MURANO CROSS CABRIOLET,2011,25001.0,1,1,80001 - 100000,M,Fifties,JAPAN,Financial Examiners,3
VOLKSWAGEN,GOLF,2011,20001.0,0,1,180001 - 200000,M,Fifties,GERMANY,Chief Executives,3
INFINITI,FX35,2007,20001.0,1,1,60001 - 80000,F,Forties,JAPAN,"Claims Adjusters, Appraisers, Examiners, and Investigators",3
JEEP,LIBERTY,2012,15001.0,1,1,60001 - 80000,F,Twenties,UNITED STATES,Therapists,3
TOYOTA,PRIUS,2011,20001.0,1,1,80001 - 100000,M,Twenties,JAPAN,Healthcare Diagnosing or Treating Practitioners,3
FORD,C-MAX,2013,20001.0,0,1,80001 - 100000,M,Forties,UNITED STATES,"Education Administrators, All Other",3
BMW,128,2008,15001.0,1,1,60001 - 80000,F,Twenties,GERMANY,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",3
SCION,IQ,2012,10001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,Foresters,3
MINI,COOPER,2012,15001.0,1,1,140001 - 160000,M,Fifties,UNITED KINGDOM,Computer and Information Systems Managers,3
HONDA,FIT,2010,15001.0,0,1,60001 - 80000,F,Fifties,JAPAN,Writers and Authors,3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,F,Thirties,JAPAN,Marine Engineers and Naval Architects,3
TOYOTA,PRIUS,2010,15001.0,0,1,80001 - 100000,F,Forties,JAPAN,"Architecture Teachers, Postsecondary",3
JEEP,LIBERTY,2011,15001.0,0,1,200001+,M,Fifties,UNITED STATES,General Internal Medicine Physicians,3
MINI,COOPER,2010,15001.0,0,1,100001 - 120000,M,Forties,UNITED KINGDOM,Physician Assistants,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,0,1,100001 - 120000,F,Thirties,UNITED STATES,Nurse Midwives,3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,M,Fifties,UNITED STATES,Anthropologists and Archeologists,3
SCION,XB,2013,15001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Healthcare Practitioners and Technical Occupations,3
LEXUS,CT 200H,2011,25001.0,1,1,200001+,M,Forties,JAPAN,Family Medicine Physicians,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,M,Thirties,JAPAN,"Patternmakers, Wood",3
TOYOTA,MATRIX,2006,10001.0,1,1,100001 - 120000,U,Twenties,JAPAN,Industrial Production Managers,3
NISSAN,CUBE,2010,10001.0,1,1,200001+,M,Forties,JAPAN,General Internal Medicine Physicians,3
INFINITI,FX35,2009,30001.0,1,1,0 - 20000,M,Fifties,JAPAN,Miscellaneous Educational Instruction and Library Workers,3
NISSAN,CUBE,2011,10001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Credit Analysts,3
MERCEDES-BENZ,R320,2007,30001.0,1,1,140001 - 160000,M,Fifties,GERMANY,Architectural and Engineering Managers,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,"Compensation, Benefits, and Job Analysis Specialists",3
NISSAN,CUBE,2013,20001.0,0,1,140001 - 160000,M,Forties,JAPAN,Architectural and Engineering Managers,3
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,M,Forties,JAPAN,"Chemistry Teachers, Postsecondary",3
MINI,COOPER,2009,20001.0,1,1,140001 - 160000,M,Thirties,UNITED KINGDOM,Computer and Information Systems Managers,3
JEEP,LIBERTY,2012,15001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,Subway and Streetcar Operators,3
INFINITI,FX35,2009,25001.0,0,1,60001 - 80000,U,Thirties,JAPAN,"Makeup Artists, Theatrical and Performance",3
VOLKSWAGEN,GTI,2010,15001.0,1,1,60001 - 80000,M,Twenties,GERMANY,Editors,3
TOYOTA,PRIUS,2011,20001.0,0,1,200001+,M,Thirties,JAPAN,Family Medicine Physicians,3
MITSUBISHI,ECLIPSE,2009,10001.0,0,1,100001 - 120000,U,Twenties,JAPAN,Training and Development Managers,3
TOYOTA,PRIUS,2009,15001.0,1,0,100001 - 120000,M,Twenties,JAPAN,"Engineering Teachers, Postsecondary",3
AUDI,A7,2012,55001.0,1,0,?,M,Thirties,GERMANY,"Agricultural Sciences Teachers, Postsecondary",3
TOYOTA,PRIUS,2010,15001.0,1,0,100001 - 120000,M,Thirties,JAPAN,Mathematicians,3
JEEP,LIBERTY,2011,15001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Gas Plant Operators,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,F,Twenties,JAPAN,Postmasters and Mail Superintendents,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,M,Forties,JAPAN,"Securities, Commodities, and Financial Services Sales Agents",3
JEEP,LIBERTY,2008,15001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",3
BMW,128,2011,20001.0,1,1,80001 - 100000,F,Thirties,GERMANY,Computer and Information Analysts,3
