subsequent_purchases,purchase_model,purchase_make,purchase_vehicle_year,purchase_price_LB,purchase_price_UB,trade_in,vehicle_financing,customer_age,customer_income,customer_gender,customer_previous_purchase,customer_distance_to_dealer,post_purchase_satisfaction,vehicle_warranty_used,AgeBin,purchase_class,made_in,job_assign,purchase_price
3,Q7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
3,COBALT,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
3,CX-7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
3,PT CRUISER,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
3,ELEMENT,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,ARMADA,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,AVALON,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,EXPEDITION,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,CX-9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,FX35,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,AVEO,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,BEETLE,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,TL,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,TC,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,LS 460,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3,528,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,ECLIPSE,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,COLORADO,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,CROWN VICTORIA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,370Z,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,FRONTIER,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,FJ CRUISER,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,GX 470,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,RDX,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,ML350,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,GALANT,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,SOLARA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,M3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,ESCALADE,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,YUKON XL 1500,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,SUBURBAN 1500,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,SPORTAGE,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,F350,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,JUKE,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,VENZA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,TUCSON,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,SC 430,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,ROUTAN,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,FORTWO,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,QUEST,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,NITRO,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,GLK350,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,MX-5 MIATA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,MKS,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,CUBE,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,E-250,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,ENCLAVE,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,X3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,750,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,500,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,IS 350,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,XB,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,HHR,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,XTERRA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,H3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,MAZDA5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,TOWN CAR,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,SEBRING,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,550,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,ENVOY,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,DAKOTA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,CHALLENGER,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,335,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,GL450,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,FIESTA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,COMMANDER,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,SX4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,SEQUOIA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,XK,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,TRAILBLAZER,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,RAM 2500,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,325,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,M37,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,350Z,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,MATRIX,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,MDX,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,EOS,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,GRAND MARQUIS,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,CLS550,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,MILAN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,RANGE ROVER SPORT,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,A5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,A6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,RIDGELINE,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,Q5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,S5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,S550,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,CAPTIVA SPORT,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,MKX,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,MKT,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,MAZDA2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,RX 330,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,MOUNTAINEER,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,GS 350,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,CR-Z,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,GRAND VITARA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,330,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,CAMRY HYBRID,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,A3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,C250,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,G6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,EXPLORER SPORT TRAC,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,EXPEDITION EL,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,Z4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,VERACRUZ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,VUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,TOUAREG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,XD,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,SONIC,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,C63 AMG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,ENDEAVOR,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,ES 300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,ES 330,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,G25,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,G5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,GENESIS,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,H2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,HIGHLANDER HYBRID,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,HS 250H,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,ION,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,LAND CRUISER,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,E-350,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,530,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,911,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,ASTRA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,DART,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,CIVIC HYBRID,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,CROSSFIRE,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,CT 200H,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,LS 430,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,XC90,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,SONATA HYBRID,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,SL550,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,YUKON,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,SKY,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,PACIFICA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,RIO,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,RABBIT,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,R350,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,QX56,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,PANAMERA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,RL,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,OUTLOOK,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,OUTBACK,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,S40,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,SILVERADO 2500,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,S2000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,RX-8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,RX 450H,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,LESABRE,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,SEDONA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,SLK280,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,SLK350,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,SLK55 AMG,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,SOLSTICE,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,STRATUS,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,TORRENT,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,TT,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,UPLANDER,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,XC60,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,XC70,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,XF,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,S80,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,S60,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,M5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,MAGNUM,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,NAVIGATOR,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,OPTIMA HYBRID,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,OUTLANDER SPORT,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,PRIUS C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,RAM 3500,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,RANGE ROVER,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,RONDO,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,RSX,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,M35,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,KIZASHI,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,EX35,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,DTS,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,E320,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,E500,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,FUSION HYBRID,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,GTI,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,CHALLENGER SRT-8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,128,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,CAYENNE,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,525,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,AURA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,C350,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,CARAVAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,TAHOE HYBRID,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,H3T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,M45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,LX 570,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,LUCERNE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,LS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,LR4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,LR2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,LEGACY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,I35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,GTO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,SIERRA CLASSIC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,GRAND PRIX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,GRAND CHEROKEE SRT-8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,FX37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,FREESTAR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,FR-S,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,FOCUS ELECTRIC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,FIVE HUNDRED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,FIREBIRD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,M56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,MALIBU CLASSIC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,MARINER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,ML550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,S500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,S400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,S4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,S-TYPE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,RX 400H,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,RS4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,RIO5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,RENO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,REGAL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,RAM SRT 10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,RAINIER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,QUATTROPORTE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,Q45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,OUTLANDER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,NAVIGATOR L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,MONTANA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,ML63 AMG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,EXPRESS 3500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,EXPRESS 1500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,EXCURSION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,AVALANCHE 1500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,A8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,300M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,300 C SRT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3-Sep,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,ALTIMA HYBRID,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,AVIATOR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,ESCALADE HYBRID,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,BORREGO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,EQUUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,ENTOURAGE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,E63 AMG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,E550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,E-150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,CX-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,CLS63 AMG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,CLS55 AMG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,CLK55 AMG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,CENTURY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,CELICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,CAYMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,CANYON,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,C70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,C230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,C-MAX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,BOXSTER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,S8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,SILVERADO CLASSIC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,SPARK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,ZEPHYR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,ZDX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,XTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,XKR,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,XJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,XA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,VOLT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,VIBE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,VERSA NOTE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,VELOSTER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,V70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,TRAILBLAZER EXT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,TIBURON,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,THUNDERBIRD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,TAURUS X,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,SSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,SPECTRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,ALTIMA,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
4,ACCORD,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
4,CAMRY,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
4,MALIBU,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
4,COROLLA,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
4,F150,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
4,MUSTANG,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
4,IMPALA,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
4,CIVIC,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
4,SENTRA,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
4,FOCUS,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
4,FUSION,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
4,MAXIMA,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
4,ESCAPE,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
4,ROGUE,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
4,JETTA,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
4,SONATA,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
4,COOPER,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
4,CR-V,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
4,EDGE,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
4,C300,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
4,MAZDA3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
4,RAV4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
4,AVENGER,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
4,PRIUS,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
4,328,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
4,LIBERTY,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
4,VERSA,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
4,G37,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
4,RAM 1500,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
4,GRAND CHEROKEE,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
4,TOWN AND COUNTRY,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
4,PATRIOT,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
4,MAZDA6,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
